MLS,Status,Residential Styles,Address Number,Address Street,Zip,Map Coordinates,Community,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Year Built,DOMLS,List Price,Original Price,List Date Received,Sold Price,Close of Escrow Date
220000246,Sold,All Other Attached,1741,Cripple Creek,91915,1331G1,CHULA VISTA,3,3,0,1852,2008,14,699000,699000,01/06/2022,725000,02/25/2022
220000094,Sold,Detached,9204,Virginian,91941,,MOUNT HELIX,3,2,0,1687,1959,6,1012000,959900,01/05/2022,1012500,02/02/2022
220000260,Sold,Detached,7314,Basso,92119,,SAN CARLOS,5,3,1,2452,1982,18,1379900,1379900,01/06/2022,1433500,02/22/2022
IV22001916,Sold,"All Other Attached, Condominium",1845,Cliff Swallow,92011,,,3,2,1,1669,2012,0,935000,935000,01/05/2022,935000,02/02/2022
NDP2200095,Sold,Detached,1617,Wesley Way,92081,,,4,3,,1778,1994,5,769000,769000,01/05/2022,895000,01/31/2022
220000069,Sold,All Other Attached,3835,Elijah,92130,,CARMEL VALLEY,2,2,0,1193,2002,2,798000,798000,01/04/2022,845000,01/31/2022
210034162,Sold,Detached,3853,8th,92103,1269B5,HILLCREST,3,1,1,1066,1908,0,1099000,1099000,01/03/2022,1010000,02/25/2022
220000151,Pending,All Other Attached,1055,Donahue,92110,,MISSION VILLAGE,2,2,0,1259,1989,32,599000,599000,01/05/2022,,
NDP2200036,Sold,Detached,13352,Cool Lake Way,92128,,,4,2,1,1739,1986,8,1199000,1099000,01/03/2022,1250000,02/18/2022
PTP2200097,Sold,Detached,1906,Coolidge,92111,,,2,1,,750,1942,10,749000,749000,01/05/2022,780000,02/03/2022
220002004,Sold,All Other Attached,4835,Collwood,92115,,SAN DIEGO,1,1,0,731,1970,1,315000,315000,01/29/2022,350000,03/01/2022
220000400,Sold,Detached,2914,Renault,92122,,UNIVERSITY CITY,3,2,0,1296,1962,9,1250000,1225000,01/08/2022,1375000,02/17/2022
220000138,Sold,Detached,1219,Vista De Lomas,92003,,BONSALL,4,4,1,4621,2006,5,1695000,1695000,01/05/2022,2090795,02/10/2022
220000341,Sold,Detached,8701,Langholm,92021,1232F6,EL CAJON,3,2,0,1372,1974,7,675000,675000,01/07/2022,710000,02/14/2022
PTP2200101,Sold,Detached,2406,Falcon Valley,91914,,,3,2,,1469,2001,5,869900,869900,01/05/2022,840000,01/31/2022
NDP2200149,Sold,Detached,944,Camellia,92027,,,3,1,1,1105,1960,3,580000,580000,01/06/2022,650500,02/03/2022
220000139,Sold,All Other Attached,1199,Pacific,92101,,DOWNTOWN,3,2,0,1684,2004,8,1369900,1369900,01/05/2022,1600000,01/28/2022
OC22000593,Sold,"All Other Attached, Condominium",1915,Estrella De Mar,92009,,,2,2,1,1436,1973,10,695000,695000,01/03/2022,701500,02/07/2022
CV22001882,Pending,"All Other Attached, Detached",320,J,91950,,,1,1,,378,1996,11,199900,199900,01/05/2022,,
220000039,Sold,Detached,1078,Devonshire,92107,,OCEAN BEACH,3,1,0,1269,1952,6,1599000,1599000,01/04/2022,2100000,02/24/2022
210034084,Pending,Detached,4867,Lotus,92107,,OCEAN BEACH,2,1,0,1080,1994,38,2250000,2250000,01/01/2022,,
PW22002484,Sold,Detached,5527,San Onofre Terrace,92114,,,2,1,,1018,1953,1,550000,460000,01/06/2022,550000,01/26/2022
SW22002602,Sold,"All Other Attached, Detached",3808,Vista Campana,92057,,,2,1,1,1432,1970,12,525000,525000,01/06/2022,500000,01/31/2022
NDP2200071,Pending,Detached,16409,Via De Santa Fe,92067,,,8,11,2,12025,2007,4,6995000,6995000,01/04/2022,,
210034113,Sold,Detached,2026,Waterbury,91913,1.31E+07,CHULA VISTA,3,2,0,1267,1987,7,759000,749000,01/03/2022,755000,02/02/2022
210034126,Sold,Detached,4705,Austin,92115,,SAN DIEGO,3,2,0,2039,1955,5,1150000,1150000,01/03/2022,1150000,02/01/2022
220000022,Sold,All Other Attached,4020,Mississippi,92104,,SAN DIEGO,1,1,0,547,1970,6,385000,385000,01/04/2022,420000,01/31/2022
210034077,Sold,Detached,8472,Mesa Heights,92071,1250J1,SANTEE,3,2,0,1905,1991,11,911900,911900,01/01/2022,925000,02/25/2022
220000131,Sold,All Other Attached,2747,Brighton Court,91915,1312A6,UNKNOWN999,2,2,0,1216,2004,7,540000,540000,01/05/2022,545000,02/07/2022
220000010,Sold,Detached,918,Tucana,92078,,SAN MARCOS,6,4,0,3478,2014,0,1800000,1800000,01/04/2022,2125000,01/27/2022
220000981,Sold,All Other Attached,7447,Fortuna Vista,92071,1230F7,SANTEE,3,2,1,1138,1989,0,550000,550000,01/16/2022,555000,02/22/2022
220000478,Sold,Detached,11873,Caminito Rihely,92040,1231J4,LAKESIDE,3,2,1,1839,2014,14,705100,705100,01/10/2022,725000,03/01/2022
220000587,Sold,All Other Attached,209,Orange,92118,,CORONADO VILLAGE,2,2,1,1243,1992,0,1248000,1248000,01/11/2022,1250000,02/16/2022
220000526,Sold,Townhome,11595,Caminito La Bar,92126,,MIRA MESA,3,2,0,1210,1989,4,700000,625000,01/10/2022,700000,02/17/2022
220000513,Sold,All Other Attached,4840,Seda,92124,,TIERRASANTA,2,2,1,1778,1981,3,829900,829900,01/10/2022,950000,02/09/2022
PTP2200192,Sold,"All Other Attached, Townhome",1907,Diamond,92109,,,2,2,1,1200,2004,5,945000,945000,01/12/2022,1010000,02/01/2022
PTP2200027,Pending,Detached,3167,Victoria,91901,,,5,4,,3894,1985,35,1250000,1250000,01/14/2022,,
220001991,Sold,Detached,10746,Cariuto,92124,,TIERRASANTA,2,1,1,1050,1973,0,575000,575000,01/28/2022,575000,01/28/2022
220003242,Active,Detached,2194,San Dieguito,92014,,DEL MAR,5,3,0,4528,1952,30,5600000,5600000,02/14/2022,,
NDP2200235,Sold,"All Other Attached, Condominium",1544,Grandon,92078,,,2,1,1,1068,1984,8,425000,425000,01/18/2022,460000,02/16/2022
PTP2200450,Sold,Detached,970,Helix,91911,,,3,2,,1050,1955,0,550000,550000,01/20/2022,555000,02/22/2022
220000454,Pending,Detached,17770,Calle Mayor Lot 381,92067,,RANCHO SANTA FE,7,8,1,8248,1993,12,4299000,4300000,01/09/2022,,
220002753,Sold,Detached,408,Santa Alicia,92075,1167G6,SOLANA BEACH,5,3,1,2416,1971,0,2000000,2000000,02/08/2022,2000000,02/08/2022
NDP2200310,Sold,"All Other Attached, Townhome",11848,Bernardo Terrace,92128,,,3,2,1,1468,1980,8,697500,623700,01/11/2022,738000,02/22/2022
220000225,Sold,All Other Attached,550,Front,92101,,DOWNTOWN,4,2,1,1999,2005,1,2499000,2499000,01/06/2022,2499000,01/28/2022
PTP2200122,Sold,Detached,1630,Leon Avenue,92154,,,5,3,,2055,1972,5,849000,849000,01/06/2022,857000,02/04/2022
220000003,Sold,Detached,1617,Chalmers,92103,1268H6,MISSION HILLS,1,1,0,757,1938,6,665000,665000,01/04/2022,725000,02/11/2022
PTP2200076,Sold,Detached,17,Plymouth,91911,,,3,2,,1364,1968,5,599900,599900,01/04/2022,655000,01/28/2022
PTP2200117,Pending,Detached,2174,Virginia,92020,,,3,2,,1458,1951,10,799000,799000,01/07/2022,,
PTP2200095,Sold,"All Other Attached, Condominium",8355,Station Village Ln,92108,,,2,2,,1176,2005,7,625000,625000,01/05/2022,655000,03/01/2022
NDP2200050,Sold,Detached,31131,Old River Rd,92003,,,3,2,,1548,1978,9,725000,725000,01/21/2022,750000,02/22/2022
NDP2200191,Sold,Detached,227,Loma Corta,92075,,,4,3,1,3782,1979,6,2495000,2495000,01/07/2022,2755000,01/27/2022
220000339,Pending,All Other Attached,615,9th,91932,1329G7,IMPERIAL BEACH,1,1,0,600,1972,12,350000,345000,01/07/2022,,
220000320,Sold,Townhome,10942,Creekbridge,92128,1189H6,SABRE SPR,2,2,1,1273,1991,3,749000,749000,01/07/2022,850000,01/31/2022
210034096,Sold,Townhome,12767,Via Terceto,92130,1188B6,SAN DIEGO,2,2,1,1296,1993,4,1100000,1100000,01/02/2022,1200000,01/31/2022
220000254,Sold,Detached,773,Palomar,92020,1.27E+04,EL CAJON,3,2,0,1080,1957,6,649000,649000,01/06/2022,717700,02/02/2022
NDP2200152,Sold,Detached,509,Cota,92083,,,4,3,1,3067,2015,4,1225000,1025000,01/06/2022,1225000,01/31/2022
220000317,Pending,All Other Attached,1118,Pacific,92054,,OCEANSIDE,1,1,1,899,1980,47,799000,799000,01/07/2022,,
220000479,Active,Detached,303,Colima,92037,1247F4,LA JOLLA,4,3,0,3368,1978,65,5495000,5950000,01/10/2022,,
PW21268489,Sold,Detached,2627,Bear Valley,92027,,,2,1,,957,1941,4,599000,599000,01/21/2022,640000,02/17/2022
PTP2200739,Sold,Detached,6762,Cowles Mountain Blvd,92119,,,4,2,,1821,1964,2,850000,899900,02/02/2022,850000,03/03/2022
220000536,Pending,All Other Attached,200,Harbor,92101,,DOWNTOWN,1,1,0,1036,1993,35,689000,689000,01/10/2022,,
NDP2200283,Sold,Detached,1331,El Corral Lane,92078,,,4,2,1,1906,1979,0,1050000,1050000,01/11/2022,1050000,02/09/2022
NDP2201537,Pending,Detached,1215,Rock Springs,92069,,,3,2,,1769,1971,0,839000,839000,02/22/2022,,
220000405,Sold,Detached,931,Alta Vista,92084,,ALTAVIALVS,4,2,0,1900,1972,7,829999,829999,01/08/2022,845000,02/23/2022
220000428,Sold,All Other Attached,1570,Castillo,92081,,VISTA,3,3,1,1743,2019,5,695000,695000,01/08/2022,730000,02/07/2022
210034083,Sold,Detached,5016,Tiselle,92105,,CITY HEIGHTS,3,2,0,1296,1978,6,725000,698000,01/01/2022,725000,02/01/2022
220000113,Sold,Detached,11938,Calle Parral,92128,1170A6,RANCHO BERNARDO,4,2,1,2703,1989,1,1350000,1350000,01/05/2022,1575800,01/31/2022
210034080,Pending,All Other Attached,2207,Pasadena,91915,,CHULA VISTA,4,3,0,1993,2008,41,699900,699900,01/01/2022,,
TR21263095,Sold,"Detached, Condominium",922,Mira Lago,92078,,,3,2,1,1725,2005,5,650000,650000,01/04/2022,728000,02/09/2022
220000193,Sold,Detached,11525,Creekstone,92128,1190A6,SABRE SPR,4,2,1,2216,2002,5,1450000,1450000,01/06/2022,1577000,02/11/2022
PTP2200093,Sold,Detached,24481,Viejas Grade,91916,,,3,3,,1785,1992,4,850000,675000,01/05/2022,850000,01/31/2022
220000297,Sold,Detached,815,24th,92154,,SAN DIEGO,4,2,0,1850,1971,9,675000,675000,01/07/2022,675000,03/11/2022
220000277,Pending,Detached,3211,Wildflower Valley,92024,,OLIVENHAIN,1,1,0,700,1994,46,6100000,6100000,01/06/2022,,
220000197,Sold,Detached,2029,La Brea,92026,,NORTH ESCONDIDO,3,2,0,1888,1980,7,745000,745000,01/06/2022,730000,02/16/2022
210034065,Sold,All Other Attached,1514,7th,92101,,DOWNTOWN,2,2,0,1069,1982,0,519000,519000,01/01/2022,540000,01/27/2022
220000051,Sold,Townhome,1428,Normandy,91913,1.33E+04,CHULA VISTA,3,2,1,1429,2004,7,635000,635000,01/04/2022,645000,02/02/2022
NDP2200121,Sold,Detached,750,Laguna,92020,,,3,1,1,1350,1952,5,650000,650000,01/05/2022,665000,01/31/2022
NDP2200099,Sold,Detached,1644,Reflection,92078,,,5,3,0,2605,2004,4,1499000,1499000,01/12/2022,1724000,02/07/2022
220000129,Sold,Detached,4583,Parks,91942,1270G3,LA MESA,4,2,0,1090,1925,6,800000,699000,01/05/2022,770000,02/25/2022
NDP2200087,Sold,Detached,5075,Elkhart,92105,,,4,2,1,1684,1978,8,685500,599888,01/04/2022,694000,01/26/2022
220000289,Sold,Detached,1819,Monarch Ridge,92019,1272D2,RANCHO SAN DIEGO,5,3,1,2941,1991,6,1150000,1150000,01/07/2022,1200000,02/03/2022
NDP2200143,Sold,Detached,728,Nob Circle,92084,,,2,2,,1102,1977,18,525000,525000,01/06/2022,525000,02/24/2022
NDP2200178,Sold,Detached,24820,El Nora,92065,,,3,2,,1344,1977,4,599000,599000,01/06/2022,665000,01/31/2022
220000357,Sold,Detached,584,Westwind,92020,,SAN DIEGO,3,2,0,1034,1947,9,788900,724900,01/07/2022,789000,02/11/2022
NDP2200015,Sold,Detached,23559,Vista Vicente,92065,,,3,2,,2462,1989,3,779000,779000,01/01/2022,794000,02/07/2022
NDP2200156,Sold,"All Other Attached, Townhome",1229,San Elijo Rd,92078,,,2,2,1,1480,2004,2,649900,649900,01/06/2022,670000,02/07/2022
210034085,Sold,Detached,2359,Lincoln,92027,,NORTH ESCONDIDO,5,4,1,4043,2021,5,1680000,1680000,01/01/2022,1680000,01/31/2022
210034154,Pending,All Other Attached,39,Tamarindo,91911,,CHULA VISTA,3,1,1,1220,1973,7,445000,445000,01/03/2022,,
NDP2200085,Sold,"All Other Attached, Condominium",2041,Grand,92027,,,2,1,,864,1981,19,349000,349000,01/04/2022,345000,02/01/2022
PTP2200010,Active,Detached,3051,Second,92103,,,3,2,0,2065,1909,69,1699000,1699000,01/01/2022,,
220000240,Sold,Detached,24139,Majella,92065,,RAMONA,3,2,1,2232,1988,11,840000,799000,01/06/2022,840000,02/04/2022
220000112,Pending,Detached,6602,Avenida Mirola,92037,,LA JOLLA,7,6,1,3581,1956,68,4295000,4295000,01/05/2022,,
220000158,Sold,All Other Attached,6879,Caminito Montanoso,92119,,SAN CARLOS,3,2,0,1141,1980,12,600000,600000,01/05/2022,600000,02/14/2022
220000160,Sold,All Other Attached,11275,Avenida De Los Lobos,92127,,RANCHO BERNARDO,2,2,0,894,1990,22,525000,525000,01/05/2022,585000,02/24/2022
210034055,Pending,All Other Attached,1262,Kettner,92101,,SAN DIEGO,2,2,0,1748,2008,34,1595000,1595000,01/01/2022,,
NDP2200694,Sold,Detached,1116,3rd,92118,,,1,1,1,590,1924,26,1125000,1125000,01/23/2022,1035000,03/04/2022
220000083,Sold,All Other Attached,11570,Caminito La Bar,92126,,MIRA MESA,2,2,0,949,1989,5,575000,575000,01/05/2022,660000,01/31/2022
210034074,Sold,Detached,3703,Torrey View,92130,1208A3,CARMEL VALLEY,4,3,1,2541,1997,5,1799900,1799900,01/01/2022,2100000,02/02/2022
220000164,Sold,All Other Attached,1040,Coast,92037,,LA JOLLA,2,2,0,976,1969,4,1199000,1199000,01/05/2022,1405000,01/27/2022
220000165,Pending,All Other Attached,3641,Avocado Village,91941,1271G5,LA MESA,2,1,0,814,1986,30,448000,435300,01/05/2022,,
220000244,Sold,Detached,7188,Melotte,92119,1250F4,SANCARSANC,4,2,1,2277,1980,3,1190888,1190888,01/06/2022,1280000,02/08/2022
210034185,Sold,Detached,12656,Belle Fleur,92128,1189G6,SABRE SPR,5,3,1,3073,2001,3,1550000,1550000,01/03/2022,1775000,02/04/2022
NDP2200170,Sold,"Manufactured Home, Detached",1401,El Norte,92069,,,3,2,,1584,2003,3,489000,489000,01/06/2022,489000,02/23/2022
210034070,Sold,Detached,7052,Whitewater,92011,,CARLSBAD WEST,4,2,1,2044,2002,5,1925000,1925000,01/01/2022,1930000,02/09/2022
220000276,Sold,Detached,6541,Acorn,92115,,SAN DIEGO,3,2,0,1119,1965,11,799000,799000,01/06/2022,839000,02/01/2022
220000314,Sold,Townhome,8430,Via Sonoma,92037,,LA JOLLA,2,2,1,1332,1978,9,825000,825000,01/07/2022,765000,02/08/2022
NDP2200208,Sold,Detached,847,Harding,92027,,,4,2,,1430,1980,3,659000,659000,01/07/2022,654500,02/11/2022
210034186,Sold,Twinhome,2152,Caminito Circulo Sur,92037,1248A2,LA JOLLA,3,2,0,1746,1974,7,1229900,1229000,01/03/2022,1383927,01/28/2022
210034183,Sold,All Other Attached,5230,Caminito Jubilo,92108,1269H2,MISSION VALLEY,2,2,1,1348,1977,7,700000,700000,01/03/2022,735000,02/23/2022
NDP2200163,Sold,Detached,12035,Caminito Cadena,92128,,,3,2,0,1679,1969,28,1149000,1189000,01/06/2022,1083000,02/16/2022
220000386,Sold,Detached,10005,Country View,91941,1271D1,MOUNT HELIX,3,2,0,1781,1955,14,849900,849900,01/07/2022,1251233,03/07/2022
210034204,Active,All Other Attached,3870,37th,92105,1269F5,CITY HEIGHTS,2,2,0,828,1980,64,445000,450000,01/04/2022,,
220000262,Sold,Townhome,4050,Mount Acadia,92111,1248G3,CLAIREMONT,3,3,0,1920,1968,6,749000,749000,01/06/2022,757000,02/10/2022
210034064,Sold,All Other Attached,4900,Rosehedge,91942,,LA MESA,2,2,0,1330,1975,2,544900,544900,01/01/2022,545000,01/26/2022
SW21253920,Active,"Manufactured Home, Detached",1401,El Norte,92069,,,2,2,,1200,1969,68,260000,260000,01/06/2022,,
NDP2200019,Sold,"All Other Attached, Condominium",12576,Caminito De La Gallarda,92128,,,2,2,,936,1976,18,575000,575000,01/14/2022,575000,02/25/2022
220000521,Sold,Townhome,7053,Russan,91945,,LEMON GROVE,2,1,1,870,1972,3,395000,395000,01/10/2022,415000,02/14/2022
220000614,Pending,Detached,4614,Max,92115,,TALMADGE,2,1,0,723,1950,2,865000,865000,01/12/2022,,
220001326,Pending,Manufactured Home,3909,Reche,92028,,FALLBROOK,3,2,0,1151,2008,8,177000,177000,01/20/2022,,
PTP2200226,Sold,"All Other Attached, Condominium",879,San Ysidro Blvd,92173,,,1,1,,507,1987,7,275000,275000,01/11/2022,316000,02/18/2022
NDP2200396,Sold,"All Other Attached, Townhome",3360,Corsica Way,92056,,,3,2,,1762,1991,7,785000,785000,01/18/2022,850000,02/18/2022
220000494,Pending,Detached,29091,View,92026,,NORTH ESCONDIDO,4,2,1,2554,1990,5,925000,925000,01/10/2022,,
220002203,Sold,All Other Attached,7244,Camino Degrazia,92111,,LINDA VISTA,2,2,0,1046,1988,0,600000,600000,02/01/2022,600000,01/31/2022
220000442,Sold,All Other Attached,7855,Via Bel Fiore,92129,,RANCHO PENASQUITOS,2,2,1,1432,2003,0,950000,799000,01/09/2022,950000,02/24/2022
PTP2200603,Sold,"All Other Attached, Condominium",7370,Calle Cristobal,92126,,,2,2,,1114,1991,4,599000,599000,01/27/2022,680000,02/18/2022
NDP2200190,Sold,Detached,1551,Vale Terrace,92084,,,3,3,,1680,1977,3,819777,819777,01/07/2022,865000,02/14/2022
220000351,Pending,Detached,808,Windward,92011,1126J5,CARLSBAD WEST,2,2,0,1404,1987,24,1058900,1058900,01/07/2022,,
CV22001106,Sold,Detached,4435,Springtime,92056,,,3,2,,1060,1985,7,737000,737000,01/04/2022,776000,01/25/2022
SDC0000274,Sold,Detached,9422,Compass Point,92126,1.21E+04,MIRA MESA,3,2,1,1321,1998,11,915000,830000,01/07/2022,970000,02/24/2022
SW22002853,Sold,"All Other Attached, Condominium",2502,Navarra,92009,,,2,2,1,1328,1974,5,719000,669000,01/07/2022,715000,02/03/2022
220000028,Sold,Detached,1970,Fleetwood,92029,,SOUTH ESCONDIDO,3,2,0,1843,1990,14,815000,815000,01/04/2022,921000,02/14/2022
220000392,Sold,Detached,6352,Amber Lake,92119,,SAN CARLOS,4,2,0,1526,1957,23,875000,875000,01/07/2022,882000,02/22/2022
220000327,Sold,All Other Attached,10884,Sabre,92128,,SABRE SPR,2,2,0,913,1994,5,545000,545000,01/07/2022,605000,02/10/2022
220000304,Sold,Detached,522,Worthington,91977,,SPRING VALLEY,4,2,0,1406,1960,20,730000,715000,01/07/2022,730000,02/23/2022
PTP2200091,Sold,Detached,2636,Morningside,92139,,,3,1,1,1014,1971,4,400000,400000,01/05/2022,500000,03/08/2022
SDC0000272,Pending,Detached,3814,Corral Canyon,91902,1311A2,BONITA,4,2,1,2428,1975,35,1199000,1199000,01/06/2022,,
220000228,Sold,Detached,1202,Pleasant Hill,92026,1129F1,EAST ESCONDIDO,4,2,1,1888,1975,5,750000,750000,01/06/2022,775000,02/25/2022
PTP2200149,Sold,Detached,2638,Lobelia,91901,,,3,2,0,1472,1998,4,725900,725900,01/07/2022,728500,02/10/2022
220000055,Sold,All Other Attached,5490,La Jolla,92037,,LA JOLLA,0,1,0,719,2005,2,699900,699900,01/04/2022,750000,01/27/2022
220000187,Sold,All Other Attached,5070,Via Manos,92057,1067C7,OCEANSIDE,3,2,0,1038,1993,6,470000,470000,01/06/2022,515000,02/02/2022
220000109,Sold,All Other Attached,6333,College Grove,92115,1270D7,COLLEGE GROVE,2,1,1,865,1973,6,359000,359000,01/05/2022,435000,01/27/2022
220000338,Sold,Detached,12834,Corbett,92130,,CARMEL VALLEY,5,3,1,3139,1988,9,2099000,2099000,01/07/2022,2350000,02/01/2022
NDP2202351,Active,"All Other Attached, Condominium",5460,La Jolla Blvd,92037,,,2,2,,1707,2005,1,2395000,2395000,03/15/2022,,
220003544,Sold,Detached,10662,Sunset Ridge,92131,,SCRIPPS RANCH,4,3,0,2753,1987,0,1650000,1650000,02/17/2022,1650000,02/17/2022
220004537,Sold,Detached,320,Calle La Quinta,91914,1311F1,CHULA VISTA,4,3,0,2790,2004,0,800000,800000,02/28/2022,800000,02/28/2022
220002914,Sold,All Other Attached,8079,Caminito De Pizza,92108,,MISSION VALLEY,2,1,1,1008,1975,0,495000,495000,02/10/2022,495000,02/10/2022
220003076,Pending,Detached,11432,Caminito Corriente,92128,1170A5,RANCHO BERNARDO,3,2,1,1830,1989,8,998300,998300,02/16/2022,,
210034129,Active,All Other Attached,2604,5th,92103,1269A7,DOWNTOWN,2,2,1,3995,2019,72,4459000,4459000,01/03/2022,,
PTP2200085,Sold,Detached,1696,Via Hacienda,92069,,,3,2,1,2479,2011,5,889000,889000,01/05/2022,980000,02/08/2022
PTP2200065,Sold,Detached,1149,Hardin,92020,,,3,2,0,1280,1956,6,699000,665000,01/06/2022,700000,02/01/2022
210034097,Sold,Townhome,3102,Via De Caballo,92024,,OLIVENHAIN,3,2,1,1998,1977,7,1049000,1049000,01/02/2022,1000000,02/08/2022
PTP2200094,Sold,Detached,11821,Angelique,92131,,,4,3,,3044,1996,11,1999500,1999500,01/05/2022,2025000,02/18/2022
PTP2200039,Sold,Detached,1837,Narragansett,92107,,,3,1,0,1617,1952,7,1295000,1295000,01/03/2022,1500000,02/08/2022
220000124,Sold,Detached,6650,Tuxedo,92119,,SAN CARLOS,4,2,0,2000,1980,6,1150000,1150000,01/05/2022,1253000,02/07/2022
220000084,Sold,Detached,1706,Bellington,92028,1027J2,FALLBROOK,3,2,0,1853,1984,13,702000,702000,01/05/2022,735000,02/11/2022
NDP2200128,Sold,Detached,2011,Quintain,92004,,,3,2,,1624,1980,15,389000,369000,01/05/2022,420000,03/11/2022
210034143,Sold,Detached,988,Johnson,92020,1.25E+10,EL CAJON,3,2,0,1331,1957,15,675000,675000,01/03/2022,700000,02/15/2022
PTP2200129,Sold,"All Other Attached, Condominium",1750,Kettner,92101,,,2,2,1,1270,2003,4,779000,779000,01/06/2022,856000,02/04/2022
PTP2200123,Sold,Detached,1456,Sapphire,92011,,,4,2,1,2336,1999,2,1495000,1495000,01/10/2022,1600000,02/07/2022
220000302,Sold,Detached,14436,Hillndale,92064,1.19E+05,POWAY,3,2,0,1605,1975,3,899000,899000,01/07/2022,1035000,02/04/2022
PTP2200084,Sold,Detached,3105,Via Amata,92111,,,3,2,,1421,1958,8,899000,899000,01/05/2022,1035000,01/28/2022
NDP2200142,Sold,Detached,1750,Foothill,92084,,,4,2,,1686,1962,5,849000,849000,01/06/2022,951000,02/10/2022
220000217,Sold,Detached,13607,Stonybrook,92021,,EL CAJON,4,2,1,1815,1998,4,930000,930000,01/06/2022,950000,02/09/2022
220000298,Sold,Detached,13024,Olmeda,92128,,RANCHO BERNARDO,5,4,0,5695,1979,8,2698000,2698000,01/07/2022,2550000,02/16/2022
220000067,Sold,All Other Attached,4600,Lamont,92109,1248A5,PACIFIC BEACH,1,1,0,678,1975,7,469000,469000,01/04/2022,520000,01/19/2022
210034184,Active,Manufactured Home,7004,San Carlos,92011,1126J6,CARLSBAD WEST,2,2,0,1440,1970,57,299500,299500,01/03/2022,,
220000041,Sold,All Other Attached,2222,River Run,92108,,MISSION VALLEY,1,1,0,682,1985,10,429000,429000,01/04/2022,437000,02/02/2022
PW22001717,Sold,Detached,5946,Thorn,92105,,,2,1,,780,1951,9,550000,550000,01/04/2022,590000,02/01/2022
220000230,Sold,Detached,1859,Khaki,91913,1331F2,CHULA VISTA,3,2,1,2097,2012,9,799000,799000,01/06/2022,875000,02/11/2022
210034168,Sold,Detached,5291,Timber Branch,92130,1208D1,CARMEL VALLEY,4,3,0,2520,2000,8,1800000,1800000,01/03/2022,2025000,02/02/2022
220000046,Sold,All Other Attached,17565,Fairlie,92128,1170A1,RANCHO BERNARDO,3,2,1,1651,1984,9,698900,698900,01/04/2022,785000,02/10/2022
220000205,Sold,Detached,3232,30th,92104,,NORTH PARK,2,1,1,621,1922,6,599000,599000,01/06/2022,660000,02/11/2022
NDP2200164,Sold,"All Other Attached, Condominium",7979,Caminito Dia,92122,,,3,2,1,1416,1979,3,949000,849995,01/06/2022,950000,02/17/2022
PTP2200100,Pending,Detached,1202,Sunset Valley,91901,,,3,2,1,3705,2007,21,1279000,1279000,01/05/2022,,
220000049,Sold,Townhome,9404,Carlton Oaks,92071,1231B5,SANTEE,3,1,1,1180,1978,8,520000,520000,01/04/2022,555000,02/02/2022
220000052,Sold,Detached,1110,Monterey,92020,,EL CAJON,2,1,0,1176,1952,0,600000,600000,01/04/2022,600000,01/14/2022
PTP2200176,Sold,Detached,15765,Bacara Ct,92131,,,5,5,1,5170,2014,4,3300000,3300000,01/08/2022,3200000,02/09/2022
220000491,Sold,Detached,3936,Violet,91941,,LA MESA,3,1,0,1123,1953,12,740000,740000,01/10/2022,805000,02/14/2022
NDP2200252,Active,Detached,5646,Dolphin,92037,,,3,3,1,2400,1990,61,18885000,18885000,01/14/2022,,
ND22009851,Sold,"All Other Attached, Condominium",6675,Mission Gorge Rd,92120,,,1,1,,626,1976,6,299000,299000,01/21/2022,325000,02/16/2022
NDP2200272,Sold,"All Other Attached, Townhome",1815,Castle,92029,,,2,1,0,1134,1979,3,610000,610000,01/10/2022,610000,02/03/2022
SW21257123,Sold,Detached,1098,Princess Kyra,92029,,,4,2,1,2427,2004,6,800000,800000,01/08/2022,851000,02/03/2022
220000408,Sold,Townhome,7940,University,91942,,LA MESA,2,1,1,990,1980,3,440000,440000,01/08/2022,455000,01/25/2022
220000682,Sold,Detached,3030,Alcott,92106,1269D7,POINT LOMA,4,3,1,2608,1937,7,1790000,1790000,01/12/2022,1850000,02/18/2022
SW22004368,Sold,Detached,2220,Bliss,92056,,,5,3,,2866,2002,10,980000,980000,01/10/2022,1005945,02/14/2022
NDP2200736,Sold,Detached,1071,Stratford,92024,,,5,5,,2500,1985,1,2995000,2995000,01/25/2022,3400000,02/07/2022
NDP2200247,Pending,Detached,4569,Coronado Avenue,92107,,,4,2,1,2168,1953,19,1825000,1950000,01/10/2022,,
PTP2200238,Sold,"All Other Attached, Townhome",5203,Caminito Apartado,92108,,,3,2,,1667,1977,10,700000,700000,01/11/2022,705000,02/14/2022
NDP2200278,Sold,Detached,1748,Avohill,92084,,,3,2,0,1600,2020,6,1099000,1099000,01/10/2022,1128000,02/07/2022
PTP2200013,Active,Detached,1223,Burris,92019,,,5,3,,3780,1980,73,1700000,1800000,01/01/2022,,
PTP2201399,Sold,Detached,8325,Katherine Claire,92127,,,3,2,1,1711,2006,0,1251000,1251000,03/03/2022,1251000,02/16/2022
ND22001721,Sold,Detached,2289,Old Ranch,92027,,,4,2,1,2437,1998,5,979900,979900,01/08/2022,1045000,02/16/2022
220000106,Sold,Detached,3345,Elliott,92106,1268C6,POINT LOMA,4,3,0,1942,1938,8,1649000,1649000,01/05/2022,1775000,02/18/2022
PTP2200108,Sold,Detached,2498,Hialeah,91901,,,3,2,0,1272,1989,9,650000,650000,01/05/2022,700000,02/10/2022
