MLS,Status,Rental Residential Styles,Address Number,Address Street,Zip,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Levels,Year Built,Listing Type,Price Reflects,DOMLS,List Price,Original Price,List Date Received,Rented Price,Close of Escrow Date
210033709,Rented,Townhome,4339,Nobel,92122,3,2,1,1908,3 Story,1988,Exclusive Right (R),Monthly,43,4250,4500,12/21/2021,4250,02/02/2022
220000161,Rented,All Other Attached,1388,Kettner,92101,2,2,0,1312,1 Story,2019,Exclusive Agency (A),Monthly,15,4250,4250,01/05/2022,4250,01/20/2022
210033183,Rented,Detached,7902,Shorewood,92114,5,2,0,1773,1 Story,1962,Exclusive Right (R),Monthly,50,4250,4250,12/11/2021,4250,02/01/2022
220001186,Rented,All Other Attached,700,E,92101,3,2,0,1465,1 Story,2008,Exclusive Right (R),Monthly,15,4295,4295,01/19/2022,4295,02/14/2022
210034181,Rented,Detached,12735,Oak Knoll,92064,4,2,1,1914,2 Story,2003,Exclusive Right (R),Monthly,14,4295,4295,01/03/2022,4295,01/17/2022
NDP2201511,Active,All Other Attached,500,The Strand,92054,2,1,,1200,1 Story,1989,Exclusive Right To Lease,,25,4300,4300,02/19/2022,,
NDP2113537,Active,Detached,3730,Via Del Rancho,92056,2,2,,1208,1 Story,1990,Exclusive Right To Lease,,87,4300,4300,12/19/2021,,
NDP2201512,Active,All Other Attached,400,The Strand,92054,2,1,,1010,1 Story,1990,Exclusive Right To Lease,,25,4300,4300,02/19/2022,,
NDP2201515,Active,All Other Attached,400,The Strand,92054,2,2,,1200,1 Story,1990,Exclusive Right To Lease,,25,4300,4300,02/19/2022,,
ML81879975,Pending,,2568,Albatross,92101,2,2,,1480,,1979,Exclusive Right To Lease,,6,4300,4300,02/25/2022,,04/01/2022
210032795,Rented,Townhome,8737,Caminito Abrazo,92037,3,2,2,1690,2 Story,1974,Exclusive Right (R),Monthly,16,4490,4490,12/06/2021,4300,12/22/2021
220000480,Rented,Detached,13285,Deron,92129,3,2,0,1649,1 Story,1978,Exclusive Right (R),Monthly,23,4300,4700,01/10/2022,4300,02/02/2022
NDP2200572,Active,All Other Attached,916,Caminito Estrada,92011,2,2,,1188,1 Story,1974,Exclusive Right To Lease,,56,4350,4350,01/19/2022,,
NDP2201589,Active,Detached,4450,Date,91941,4,2,1,2348,2 Story,1978,Exclusive Right To Lease,,22,4350,4350,02/22/2022,,
220001854,Rented,Townhome,12319,Caminito Mira Del Mar,92130,3,2,1,1333,2 Story,1986,Exclusive Right (R),Monthly,8,4250,4250,01/27/2022,4350,02/04/2022
220005249,Active,Detached,425,4th,92118,1,1,0,450,1 Story,1923,Exclusive Right (R),Monthly,8,4400,4400000,03/08/2022,,
NDP2202360,Active,All Other Attached,6406,Kinglet Way,92011,4,2,1,2169,2 Story,1999,,,1,4400,4400,03/15/2022,,
220005558,Active,Detached,11184,Madrigal,92129,4,3,0,2168,2 Story,1976,Exclusive Right (R),Monthly,5,4400,4400,03/11/2022,,
210033128,Rented,Detached,2128,Hanford,92111,4,2,0,1700,1 Story,1971,Exclusive Agency (A),Monthly,21,4400,4400,12/10/2021,4400,12/31/2021
220004742,Active,Detached,4627,Talmadge,92116,3,1,1,1309,1 Story,1947,Exclusive Right (R),Monthly,14,4450,4450,03/02/2022,,
NDP2201100,Pending,All Other Attached,215,Via Osuna,92091,2,2,0,1488,1 Story,1969,Exclusive Right To Lease,,13,4450,4450,02/06/2022,,
220003559,Active,All Other Attached,2322,Caminito Cala,92014,2,2,0,1156,1 Story,1974,Exclusive Agency (A),Monthly,27,4495,4495,02/17/2022,,
220003488,Active,Detached,16427,Calle Pulido,92128,3,2,0,2122,1 Story,1987,Exclusive Right (R),Monthly,28,4495,4495,02/16/2022,,
PTP2201462,Active,Detached,9552,Bray,91977,5,3,0,2194,2 Story,1967,Exclusive Right To Lease,,10,4500,4500,03/06/2022,,
220004420,Active,All Other Attached,7509,Draper,92037,2,2,0,1002,1 Story,2000,Exclusive Right (R),Monthly,18,4500,4500,02/26/2022,,
NDP2202057,Active,All Other Attached,171,Chapala,92075,2,2,1,1344,2 Story,1972,Exclusive Right To Lease,,9,4500,4500,03/07/2022,,
NDP2201397,Active,Detached,1609,Griffin,92054,3,1,,968,1 Story,1953,Exclusive Right To Lease,,28,4500,4500,02/16/2022,,
220002625,Active,Detached,1610,Valencia,92054,5,2,1,1928,2 Story,1965,Exclusive Agency (A),Monthly,39,4500,4795,02/05/2022,,
220004424,Active,Townhome,1132,Nimbus,92110,3,2,1,1408,2 Story,1980,Exclusive Agency (A),Monthly,9,4500,4500,03/07/2022,,
PTP2200216,Active,Detached,234,Imperial Beach,91632,2,2,0,1444,1 Story,1955,Exclusive Right To Lease,,65,4500,4500,01/10/2022,,
PTP2200258,Active,All Other Attached,508,Heron,91932,2,2,1,1197,Split Level,2018,Exclusive Right To Lease,,63,4500,4500,01/12/2022,,
220005600,Active,Townhome,12242,Paseo Lucido,92128,2,2,0,1096,1 Story,1985,Exclusive Agency (A),Monthly,5,4500,4500,03/11/2022,,
220003383,Active,All Other Attached,300,Beech,92101,2,2,0,969,1 Story,2004,Exclusive Right (R),Monthly,29,4500,4500,02/15/2022,,
PTP2201134,Active,All Other Attached,12415,Ruette Alliante,92130,4,2,1,1701,2 Story,1994,Exclusive Right To Lease,,21,4500,4500,02/23/2022,,
220002619,Pending,Detached,6152,Branting,92122,3,3,0,1384,1 Story,1964,Exclusive Right (R),Monthly,13,4500,4500,02/05/2022,,
210033225,Pending,All Other Attached,700,E,92101,2,2,0,1215,1 Story,2007,Exclusive Right (R),Monthly,51,4500,4500,12/12/2021,,
210033829,Rented,Detached,4009,Carmel Brooks,92130,3,3,0,2000,2 Story,1986,Exclusive Right (R),Monthly,4,4500,4500,12/27/2021,4500,12/31/2021
220002576,Rented,Detached,1981,Wisteria,92019,5,3,0,2917,2 Story,1996,Exclusive Right (R),Monthly,27,4995,4995,02/04/2022,4500,03/10/2022
220005189,Rented,Detached,4738,Mount Harris,92117,3,3,0,1478,1 Story,1958,Exclusive Right (R),Monthly,6,4500,4500,03/07/2022,4500,03/15/2022
220004373,Rented,Detached,1238,Cambria,92024,3,2,1,1543,2 Story,1999,Exclusive Right (R),Monthly,4,4500,4500,02/25/2022,4500,03/04/2022
220001741,Rented,Detached,385,Nautilus,92037,2,2,0,1010,1 Story,1940,Exclusive Right (R),Monthly,8,4500,4500,01/26/2022,4500,02/03/2022
220001595,Rented,All Other Attached,700,E,92101,2,2,0,1370,1 Story,2007,Exclusive Right (R),Monthly,16,4500,4500,01/25/2022,4500,02/11/2022
220002167,Rented,Apartment,100,Harbor,92101,2,2,0,1572,1 Story,1992,Exclusive Right (R),Monthly,14,4500,4500,02/01/2022,4500,02/15/2022
210033327,Rented,Detached,5008,Glasgow,92117,3,2,0,1550,2 Story,2021,Exclusive Agency (A),Monthly,5,4500,4500,12/14/2021,4500,12/20/2021
ML81873197,Rented,,214,Treasure,92078,4,3,1,3400,,2018,Exclusive Right To Lease,,1,4500,4500,12/30/2021,4500,01/06/2022
220002883,Rented,Detached,5637,Tulane,92122,5,2,0,1750,1 Story,1962,Exclusive Right (R),Monthly,10,4500,4500,02/09/2022,4500,02/19/2022
NDP2104340,Active,All Other Attached,202,Oceanside Blvd,92054,2,2,,1200,2 Story,1955,Exclusive Right To Lease,,328,4550,4500,04/22/2021,,
220005820,Active,Detached,9360,Chabola,92129,4,2,1,2356,2 Story,1992,Exclusive Right (R),Monthly,3,4600,4400,03/13/2022,,
220004516,Rented,Townhome,12851,Caminito Del Canto,92014,2,2,1,1446,2 Story,1980,Exclusive Right (R),Monthly,7,4600,4600,02/28/2022,4600,03/07/2022
210033223,Rented,All Other Attached,1325,Pacific,92101,2,2,0,1196,1 Story,2009,Exclusive Right (R),Monthly,42,4600,4600,12/12/2021,4600,01/23/2022
210032652,Rented,Detached,1902,Bonus,92110,3,2,0,1421,1 Story,1961,Exclusive Agency (A),Monthly,71,4600,4750,12/03/2021,4600,02/19/2022
210033648,Rented,Apartment,8800,Lombard,92122,2,2,0,1160,Other/Remarks,2019,Exclusive Right (R),Monthly,0,4618,4618,12/20/2021,4618,12/20/2021
220005279,Active,Detached,2297,Green River,91915,5,3,1,2846,2 Story,1996,Exclusive Right (R),Monthly,7,4650,4500,03/09/2022,,
220003164,Rented,Detached,9244,Calle De Vista Oeste,92129,4,3,0,2177,2 Story,1987,Exclusive Agency (A),Monthly,20,4650,4795,02/12/2022,4650,03/04/2022
NDP2202303,Active,All Other Attached,1562,Camino Del Mar,92014,2,2,,1000,1 Story,1978,Exclusive Right To Lease,,3,4675,4675,03/13/2022,,
220002377,Rented,Detached,4777,Caminito Borrego,92130,3,2,1,1876,2 Story,1996,Exclusive Agency (A),Monthly,13,4695,4695,02/03/2022,4695,02/17/2022
210032708,Rented,All Other Attached,1169,Hornblend,92109,3,3,0,1538,3 Story,2003,Exclusive Right (R),Monthly,13,4695,4695,12/04/2021,4695,12/17/2021
210032985,Rented,Detached,4617,Monongahela,92117,3,2,0,1587,1 Story,1958,Exclusive Agency (A),Monthly,11,4650,4650,12/09/2021,4700,12/22/2021
220001134,Rented,Townhome,6972,Batiquitos,92011,3,2,1,1438,2 Story,1985,Exclusive Right (R),Monthly,21,4200,4200,01/19/2022,4700,02/09/2022
220000977,Rented,Detached,11247,Lalani,91941,4,3,1,3593,2 Story,2004,Exclusive Agency (A),Monthly,0,4750,4750,01/16/2022,4750,01/16/2022
210033246,Rented,Detached,16260,Oliver,92127,4,3,1,2280,3 Story,2018,Exclusive Right (R),Monthly,26,4750,4750,12/13/2021,4750,01/08/2022
220002168,Rented,All Other Attached,1325,Pacific,92101,2,2,0,1300,1 Story,2009,Exclusive Agency (A),Monthly,17,4750,4750,02/01/2022,4750,02/18/2022
220002521,Rented,Detached,1644,Traveld,92024,4,2,0,1551,1 Story,1973,Exclusive Right (R),Monthly,10,4750,4500,02/04/2022,4750,02/15/2022
NDP2202066,Active,All Other Attached,3399,Campo Azul,92010,3,2,1,1681,2 Story,2018,Exclusive Right To Lease,,9,4795,4795,03/07/2022,,
220004106,Active,Apartment,2130,Vallecitos,92037,2,2,0,1323,1 Story,1972,Exclusive Right (R),Monthly,21,4800,4800,02/23/2022,,
NDP2201930,Pending,Detached,2009,Catalina Blvd,92107,3,2,,2030,1 Story,1955,Exclusive Right To Lease,,8,4800,4800,03/03/2022,,
210033809,Rented,All Other Attached,1431,Pacific,92101,2,2,0,1194,1 Story,2009,Exclusive Right (R),Monthly,34,4800,4800,12/24/2021,4800,02/07/2022
OC22048238,Active,Detached,2742,Sumac,92028,4,3,,2539,2 Story,1988,Exclusive Right To Lease,,5,4850,4850,03/11/2022,,
220005234,Active,Apartment,8133,El Paseo Grande,92037,2,2,1,1476,2 Story,1975,Exclusive Right (R),Monthly,8,4850,4850,03/08/2022,,
220000920,Pending,All Other Attached,550,Front,92101,2,2,1,1509,1 Story,2005,Exclusive Right (R),Monthly,14,4850,4850,01/15/2022,,
220002129,Active,Townhome,645,Front,92101,3,3,0,1546,2 Story,2003,Exclusive Right (R),Monthly,42,4895,5500,02/02/2022,,
NDP2201298,Pending,All Other Attached,1109,Hibiscus Way,92054,3,2,1,1527,3 Story,2019,,,3,4900,4900,02/12/2022,,
220000068,Rented,Apartment,7629,Girard,92037,3,2,0,1607,1 Story,1987,Exclusive Agency (A),Monthly,28,4900,4900,01/04/2022,4900,02/14/2022
210033955,Rented,Detached,1412,Ewing,91911,6,3,0,2863,2 Story,2002,Exclusive Agency (A),Monthly,10,4900,4900,12/29/2021,4900,02/06/2022
220005646,Active,Detached,419,Lexington,92057,4,3,0,2966,2 Story,2000,Exclusive Right (R),Monthly,5,4950,4950,03/11/2022,,
210033421,Active,Detached,2809,Cazadero,92009,3,2,1,1907,1 Story,1979,Exclusive Agency (A),Monthly,90,4950,5950,12/16/2021,,
210033893,Rented,Detached,5220,Cass,92109,4,2,0,1500,1 Story,1948,Exclusive Right (R),Monthly,31,5950,5950,12/28/2021,4950,01/28/2022
210033884,Rented,Detached,1159,Calistoga,92078,4,3,0,2106,2 Story,2003,Exclusive Right (R),Monthly,11,4950,5950,12/28/2021,4950,01/10/2022
220001324,Rented,Detached,8440,La Jolla Shores,92037,3,2,0,1700,1 Story,1950,Exclusive Agency (A),Monthly,26,4950,4950,01/20/2022,4950,02/15/2022
220000422,Rented,All Other Attached,1199,Pacific,92102,3,2,0,1625,1 Story,2004,Exclusive Right (R),Monthly,16,5200,5200,01/08/2022,4950,01/24/2022
210033319,Rented,All Other Attached,1205,Pacific,92101,3,2,0,1675,1 Story,2005,Exclusive Right (R),Monthly,4,4950,4950,12/14/2021,4950,12/18/2021
NDP2202071,Pending,Detached,687,Coast Highway 101,92024,3,2,1,1291,2 Story,2010,Exclusive Right To Lease,,7,4995,4995,03/07/2022,,
220005172,Rented,Detached,16206,Macy,92127,3,3,1,2034,3 Story,2017,Exclusive Right (R),Monthly,0,4995,4995,03/07/2022,4995,03/01/2022
220005757,Active,Detached,4258,Robbins,92122,3,2,1,1536,2 Story,1971,Exclusive Right (R),Monthly,2,5000,5000,03/14/2022,,
220005607,Active,Detached,5559,Waverly,92037,3,1,0,1400,1 Story,1941,Exclusive Right (R),Monthly,5,5000,5000,03/11/2022,,
220003083,Active,Detached,441,Arroyo,92024,4,3,0,1975,2 Story,1966,Exclusive Right (R),Weekly,33,5000,5000,02/11/2022,,
NDP2113655,Active,All Other Attached,621,Pacific,92054,2,2,,888,1 Story,1990,Exclusive Right To Lease,,77,5000,5000,12/29/2021,,
PTP2200151,Active,All Other Attached,1710,Avenida Del Mundo,92118,1,1,0,840,1 Story,1976,Exclusive Right To Lease,,68,5000,5000,01/07/2022,,
PTP2200262,Active,All Other Attached,922,Eight,92118,3,2,1,1639,Split Level,1982,Exclusive Right To Lease,,63,5000,5000,01/12/2022,,
NDP2200301,Active,All Other Attached,687,Coast Highway 101,92024,1,1,,956,1 Story,2010,Exclusive Right To Lease,,64,5000,5000,01/11/2022,,
NDP2202178,Active,Detached,604,Marlin,92011,4,3,,2798,2 Story,2000,Exclusive Right To Lease,,6,5000,5000,03/10/2022,,
220004892,Active,Apartment,2331,E,92102,2,2,0,2600,1 Story,1918,Exclusive Right (R),Monthly,13,5000,5000,03/03/2022,,
NDP2202316,Active,Detached,7163,Tern Place,92011,3,2,1,2200,1 Story,1992,Exclusive Right To Lease,,2,5000,5000,03/14/2022,,
PTP2200253,Active,Detached,340,Glorietta,92118,2,2,0,1269,1 Story,1934,Exclusive Right To Lease,,63,5000,5000,01/12/2022,,
NDP2201946,Active,Detached,3570,Lone Jack,92024,1,1,1,1200,2 Story,2009,Exclusive Right w/ Exception,,13,5000,5000,03/03/2022,,
NDP2200540,Pending,All Other Attached,7145,Calabria Court,92122,2,2,1,1435,2 Story,1996,Exclusive Right To Lease,,40,5000,5000,01/19/2022,,
220001438,Rented,Detached,1163,Masterpiece,92057,5,3,0,2704,2 Story,1991,Exclusive Right (R),Monthly,11,4750,4700,01/22/2022,5000,02/02/2022
220003833,Rented,All Other Attached,700,Harbor,92101,2,2,0,1357,1 Story,2003,Exclusive Right (R),Monthly,9,5000,5000,02/19/2022,5000,03/05/2022
220001094,Rented,Detached,12337,Darkwood,92129,5,3,1,2749,2 Story,1994,Exclusive Right (R),Monthly,6,5000,5000,01/18/2022,5000,01/26/2022
220001962,Rented,All Other Attached,1240,India,92101,2,2,0,1107,1 Story,2003,Exclusive Agency (A),Monthly,18,5000,5000,01/28/2022,5000,02/15/2022
220002702,Rented,Detached,7167,Tanager,92011,3,2,1,2323,2 Story,1997,Exclusive Right (R),Monthly,26,6795,6990,02/07/2022,5000,03/05/2022
210033653,Rented,Apartment,8800,Lombard,92122,1,1,0,819,Other/Remarks,2019,Exclusive Right (R),Monthly,0,5010,5010,12/20/2021,5010,12/20/2021
220003937,Active,Apartment,645,Front,92101,3,3,0,1753,1 Story,2003,Exclusive Right (R),Monthly,22,5090,5590,02/22/2022,,
220002614,Active,Detached,12719,Hagerswood,92129,5,2,1,2124,2 Story,1987,Exclusive Right (R),Monthly,39,5100,5100,02/05/2022,,
NDP2202348,Active,Detached,707,Marsolan,92075,3,2,0,1344,1 Story,1959,Exclusive Right To Lease,,1,5200,5200,03/15/2022,,
NDP2113109,Pending,Detached,1519,San Pablo,92078,2,2,0,2100,1 Story,1970,Exclusive Right To Lease,,33,5200,5200,12/01/2021,,
220000948,Rented,Detached,756,Poinsettia Park,92024,3,2,0,1566,1 Story,1989,Exclusive Right (R),Monthly,3,5100,5100,01/15/2022,5200,01/21/2022
210032497,Rented,Townhome,10637,Golden Willow,92130,4,2,1,2069,2 Story,2011,Exclusive Right (R),Monthly,51,5590,5190,12/02/2021,5200,01/22/2022
210033268,Rented,All Other Attached,550,Front,92101,2,2,1,1294,1 Story,2007,Exclusive Right (R),Monthly,21,5200,5200,12/13/2021,5200,01/03/2022
220004771,Active,All Other Attached,7550,Eads,92037,2,2,0,1350,Other/Remarks,1975,Exclusive Right (R),Monthly,14,5250,5250,03/02/2022,,
220002818,Rented,Detached,11938,Calle Parral,92128,4,3,0,2703,2 Story,1989,Exclusive Agency (A),Monthly,9,5250,5250,02/09/2022,5250,02/18/2022
210033271,Rented,Detached,4316,Ingraham,92109,3,3,0,1100,1 Story,1983,Exclusive Right (R),Monthly,15,5500,5500,12/13/2021,5250,12/28/2021
210033473,Rented,Detached,3427,Garrison,92106,3,3,0,2047,2 Story,1946,Exclusive Right (R),Monthly,74,5295,6345,12/16/2021,5295,02/28/2022
220003714,Active,Detached,47,Bridgetown,92118,3,3,0,2091,2 Story,1989,Exclusive Right (R),Monthly,24,5300,5300,02/18/2022,,
NDP2201850,Pending,Detached,16205,Macy,92127,3,4,,2436,3 Story,2017,Exclusive Right To Lease,,9,5300,5300,03/01/2022,,
210033267,Rented,All Other Attached,800,The Mark,92101,2,2,0,1321,1 Story,2007,Exclusive Right (R),Monthly,24,5300,5300,12/13/2021,5300,03/15/2022
210034032,Rented,All Other Attached,1325,Pacific,92101,2,2,0,1196,1 Story,2009,Exclusive Right (R),Monthly,48,5500,5500,12/31/2021,5300,02/17/2022
220005693,Rented,Detached,11971,Caneridge,92128,6,3,0,3039,2 Story,1996,Exclusive Right (R),Monthly,3,5300,5300,03/12/2022,5300,03/15/2022
220002397,Active,Detached,4668,70th,91942,4,3,1,2200,2 Story,1996,Exclusive Right (R),Monthly,41,5350,5500000,02/03/2022,,
220001462,Active,All Other Attached,5206,Alta Vista,92109,1,1,0,995,1 Story,1983,Exclusive Agency (A),Monthly,53,5400,5400,01/22/2022,,
220004887,Active,Townhome,651,Summer View,92024,2,2,1,1337,2 Story,1987,Exclusive Right (R),Monthly,13,5400,5400,03/03/2022,,
NDP2200269,Active,All Other Attached,7025,Estrella De Mar,92009,3,3,1,2150,2 Story,1972,Exclusive Right To Lease,,65,5400,5500,01/10/2022,,
220000439,Rented,All Other Attached,2604,5th,92103,2,2,0,1352,1 Story,2019,Exclusive Right (R),Monthly,18,5400,5400,01/09/2022,5400,01/27/2022
220003112,Rented,Detached,2251,Paseo Saucedal,92009,3,2,0,1963,1 Story,1999,Exclusive Agency (A),Monthly,5,5400,5400,02/11/2022,5400,02/19/2022
220002971,Active,Twinhome,7452,Neptune,92011,3,2,1,2225,2 Story,2002,Exclusive Agency (A),Monthly,34,5450,5450,02/10/2022,,
220002034,Active,All Other Attached,200,Harbor,92101,2,2,0,1572,1 Story,1992,Exclusive Right (R),Monthly,46,5495,5995000,01/29/2022,,
220000070,Active,All Other Attached,200,Harbor,92101,2,2,0,1624,1 Story,1992,Exclusive Right (R),Monthly,71,5495,6800,01/04/2022,,
220001628,Rented,Detached,13582,Cantare,92130,5,3,0,2348,2 Story,2016,Exclusive Right (R),Monthly,10,5495,5495,01/25/2022,5495,02/09/2022
220002628,Active,Townhome,3815,Via Pasatiempo,92091,3,2,1,2062,2 Story,1980,Exclusive Agency (A),Monthly,39,5500,5800,02/05/2022,,
220005740,Active,All Other Attached,3025,Byron,92106,3,2,1,1798,3 Story,2018,Exclusive Right (R),Monthly,3,5500,5500,03/13/2022,,
220005685,Active,Detached,6273,Cottage,92009,4,3,1,2693,2 Story,2006,Exclusive Right (R),Monthly,4,5500,5200,03/12/2022,,
220005575,Active,Detached,607,Bonair,92037,3,2,1,1400,2 Story,1970,Exclusive Right (R),Monthly,6,5500,5500,03/10/2022,,
PTP2200121,Active,Detached,861,G Ave,92118,3,2,0,1250,1 Story,1936,Exclusive Right To Lease,,69,5500,4500,01/06/2022,,
PTP2108411,Active,Detached,3275,Fifth,92103,2,2,,1626,2 Story,2010,Exclusive Right To Lease,,95,5500,5999,12/11/2021,,
PTP2200157,Active,All Other Attached,1068,Isabella Avenue,92118,3,2,1,1532,2 Story,1973,Exclusive Right To Lease,,68,5500,5500,01/07/2022,,
PTP2108462,Active,All Other Attached,1810,Avenida Del Mundo,92118,1,1,0,850,1 Story,1977,Exclusive Right To Lease,,90,5500,4500,12/15/2021,,
220004201,Active,Detached,11341,San Raphael Driveway,92130,4,2,1,2734,2 Story,2000,Exclusive Right (R),Monthly,2,5500,5500,03/14/2022,,
NDP2201593,Active,All Other Attached,1750,Avenida Del Mundo,92118,1,1,,1111,1 Story,1980,Exclusive Right To Lease,,22,5500,5500,02/22/2022,,
NDP2202062,Active,All Other Attached,1552,Camino Del Mar,92014,1,2,,900,1 Story,1973,Exclusive Right To Lease,,9,5500,5500,03/07/2022,,
220005691,Active,Detached,709,Vale View,92081,4,3,1,3404,1 Story,2007,Exclusive Agency (A),Monthly,4,5500,5800000,03/12/2022,,
NDP2202370,Active,Detached,1519,San Pablo,92078,2,2,,2000,1 Story,1970,Exclusive Right To Lease,,1,5500,6000,03/15/2022,,
NDP2200531,Active,All Other Attached,6741,Montia Ct,92011,3,2,,1384,1 Story,1978,Exclusive Right To Lease,,57,5500,5500,01/18/2022,,
220005144,Active,Townhome,4156,3rd,92104,2,2,1,1586,3 Story,2008,Exclusive Right (R),Monthly,9,5500,5500,03/07/2022,,
PTP2200202,Active,All Other Attached,1155,Star Park Circle,92118,2,2,0,1351,1 Story,1961,Exclusive Right To Lease,,65,5500,5500,01/10/2022,,
220001549,Active,Detached,3973,8th,92103,3,1,0,1135,1 Story,1930,Exclusive Right (R),Monthly,51,5500,5500,01/24/2022,,
220003294,Active,Townhome,503,Sierra,92075,3,2,1,1608,2 Story,1974,Exclusive Right (R),Monthly,29,5500,4600,02/15/2022,,
NDP2202073,Pending,Detached,7897,Calle Oliva,92009,4,3,,2602,2 Story,2002,Exclusive Right To Lease,,4,5500,5500,03/07/2022,,
210032669,Rented,Detached,550,Sea,92037,2,1,0,1242,1 Story,1928,Exclusive Right (R),Monthly,37,5500,5500,12/03/2021,5500,01/11/2022
220002302,Rented,Detached,6211,Dartington,92009,4,3,1,2693,2 Story,2005,Exclusive Right (R),Monthly,21,5500,5500,02/02/2022,5500,02/23/2022
220000966,Rented,Detached,13548,Golden Elm,92129,5,3,1,3277,2 Story,2011,Exclusive Agency (A),Monthly,16,5500,6000,01/16/2022,5500,02/08/2022
220001986,Rented,Townhome,1403,1st,92118,3,3,0,1498,2 Story,1974,Exclusive Right (R),Monthly,19,6000,6000,01/28/2022,5500,02/16/2022
220005471,Rented,Detached,14457,Yukon,92129,4,2,1,2385,2 Story,1980,Exclusive Agency (A),Monthly,4,5500,5500,03/10/2022,5500,03/15/2022
220004050,Rented,All Other Attached,1388,Kettner,92101,3,2,0,1444,1 Story,2019,Exclusive Agency (A),Monthly,12,5500,5500,02/23/2022,5500,03/07/2022
220003044,Rented,All Other Attached,500,Harbor,92101,2,2,0,1028,1 Story,1994,Exclusive Right (R),Monthly,12,5500,5500,02/11/2022,5500,02/25/2022
NDP2201423,Active,Detached,743,Munevar,92007,3,2,0,1657,1 Story,1957,Exclusive Right To Lease,,27,5575,5575,02/17/2022,,
220003298,Rented,Detached,6462,Spear,92120,5,4,0,3200,2 Story,1985,Exclusive Agency (A),Monthly,27,5595,5695,02/15/2022,5595,03/14/2022
220002205,Pending,Detached,5740,"Waverly Ave,",92037,3,1,0,1230,1 Story,1943,Exclusive Agency (A),Monthly,31,5600,6000,02/01/2022,,
ML81873196,Rented,,3260,Broadway,92102,3,3,,2295,,2019,Exclusive Right To Lease,,25,5600,5900,12/30/2021,5600,02/20/2022
220004880,Active,Detached,138,Unity,92078,5,3,0,2471,2 Story,2018,Exclusive Right (R),Monthly,13,5650,5650,03/03/2022,,
NDP2202224,Active,Detached,1340,Oak,92008,3,3,,1918,1 Story,1984,Exclusive Right To Lease,,5,5695,5695,03/11/2022,,
220005474,Active,All Other Attached,5948,Caminito Cardelino,92037,3,2,0,1914,1 Story,1979,Exclusive Right (R),Monthly,6,5700,5700,03/10/2022,,
220000011,Rented,Townhome,1540,Alta La Jolla,92037,3,2,0,1932,1 Story,1991,Open Listing (O),Monthly,26,5990,6895,01/04/2022,5700,01/30/2022
220005753,Active,Townhome,6567,Caminito Kittansett,92037,3,2,1,1858,Split Level,1979,Exclusive Right (R),Monthly,3,5800,5800,03/13/2022,,
220000646,Active,Apartment,344,Prospect,92037,1,1,1,1800,Other/Remarks,1960,Exclusive Right (R),Monthly,63,5800,6500,01/12/2022,,
220005849,Active,Detached,13313,Jonathan Park,92064,3,2,1,2500,2 Story,1991,Exclusive Right (R),Monthly,1,5900,5900,03/15/2022,,
210032854,Rented,All Other Attached,6595,Caminito Sinnecock,92037,4,3,0,1893,Split Level,1979,Exclusive Right (R),Monthly,56,5900,5900,12/07/2021,5900,02/02/2022
220001006,Rented,Detached,1516,Kearsarge,92037,3,3,0,1600,1 Story,1970,Exclusive Right (R),Monthly,3,5975,5975,01/17/2022,5975,01/20/2022
220000416,Active,All Other Attached,1770,Avenida Del Mundo,92118,2,2,0,1267,1 Story,1974,Exclusive Right (R),Monthly,67,5990,5000,01/08/2022,,
220003983,Active,All Other Attached,700,Harbor,92101,3,2,0,1704,1 Story,2004,Exclusive Right (R),Monthly,22,5995,6250,02/22/2022,,
NDP2201406,Active,Detached,6741,Tea Tree,92011,4,2,,2396,1 Story,1998,,,28,6000,6000,02/16/2022,,
PTP2200154,Active,All Other Attached,71,Tunapuna Lane,92118,3,3,0,1951,2 Story,1990,Exclusive Right To Lease,,68,6000,6000,01/07/2022,,
220003189,Active,Twinhome,354,Kolmar,92037,3,2,1,1904,2 Story,2002,Exclusive Right (R),Monthly,32,6000,6000,02/12/2022,,
220003601,Active,All Other Attached,457,Coast,92037,2,2,0,927,1 Story,1970,Exclusive Right (R),Monthly,27,6000,7600,02/17/2022,,
NDP2200682,Active,All Other Attached,821,Sea Turf Cir,92075,2,2,0,1218,1 Story,1978,Exclusive Right To Lease,,53,6000,6000,01/22/2022,,
PTP2200153,Active,All Other Attached,53,Catspaw Cape,92118,3,3,0,2050,2 Story,1974,,,68,6000,6000,01/07/2022,,
NDP2201487,Pending,All Other Attached,916,Sealane,92024,2,2,1,1553,2 Story,1986,Exclusive Right To Lease,,29,6000,6000,02/24/2022,,
210034170,Rented,Detached,7428,Eads,92037,3,3,1,1164,1 Story,1930,Exclusive Right (R),Monthly,35,6500,7300,01/03/2022,6000,02/07/2022
220001170,Rented,All Other Attached,1388,Kettner,92101,2,2,0,1445,1 Story,2019,Exclusive Agency (A),Monthly,1,6000,6000,01/19/2022,6000,01/20/2022
210033455,Rented,All Other Attached,1528,Summit,92007,3,2,1,2051,3 Story,1985,Exclusive Agency (A),Monthly,34,6000,6000,12/16/2021,6000,01/19/2022
220004397,Rented,All Other Attached,500,Harbor,92101,2,2,0,1184,1 Story,1994,Exclusive Right (R),Monthly,4,6200,6200,02/25/2022,6200,03/02/2022
